Date,Open,High,Low,Close,AdjClose,Volume
6/1/1995,23.375,24.84375,22.09375,24,17.153896,267735600
7/1/1995,24.0625,27.8125,23.9375,27.21875,19.454491,302672000
8/1/1995,27.28125,28.65625,24.65625,25.84375,18.471706,280425600
9/1/1995,25.6875,26.125,22.90625,23.625,16.924726,389168000
10/1/1995,23.75,24.8125,22.28125,24.3125,17.417248,331111200
11/1/1995,24.3125,25.59375,23.25,24.15625,17.305309,222618400
12/1/1995,24.25,24.3125,21.9375,22.84375,16.40659,238327200
1/1/1996,22.84375,27.46875,20.78125,27.125,19.481424,435801200
2/1/1996,27.1875,32.21875,27.03125,30.65625,22.017597,341496800
3/1/1996,30.40625,31.375,26.90625,27.8125,20.018806,331419600
4/1/1996,28.03125,30.21875,25.84375,26.9375,19.389004,369420400
5/1/1996,26.9375,28.125,25.90625,26.6875,19.209055,225481200
6/1/1996,26.59375,26.65625,24.03125,24.75,17.873568,232344400
7/1/1996,24.8125,27.21875,22.28125,26.875,19.408171,302262000
8/1/1996,27,28.9375,26.8125,28.59375,20.649387,187934000
9/1/1996,28.3125,31.96875,28.140625,31.125,22.54937,213265200
10/1/1996,31,33.84375,30.78125,32.25,23.364401,236814000
11/1/1996,32.21875,40.1875,31.78125,39.84375,28.8659,289765600
12/1/1996,39.90625,41.5,36.8125,37.875,27.513527,270300800
1/1/1997,38.4375,42.53125,36.25,39.21875,28.489653,415245600
2/1/1997,39.34375,39.34375,34.28125,35.9375,26.106062,309689200
3/1/1997,35.9375,37.4375,32.5,34.3125,24.984409,278667200
4/1/1997,34.25,40.28125,31.78125,40.125,29.216726,326464400
5/1/1997,40.125,45.9375,39.84375,43.25,31.492186,273395600
6/1/1997,43.875,46.875,40.875,45.125,32.937061,167324800
7/1/1997,45.125,54.21875,45.0625,52.875,38.593845,208427400
8/1/1997,52.75,54.71875,49.84375,50.6875,36.997169,155661400
9/1/1997,50.6875,53.71875,48.0625,53,38.756927,170868800
10/1/1997,53.0625,53.625,44.3125,49.25,36.014679,230292000
11/1/1997,49.5625,54.96875,47.625,54.75,40.036636,147470000
12/1/1997,55,56.75,48.1875,52.3125,38.328781,189262800
1/1/1998,52.25,54.1875,47.8125,49.375,36.176514,206153000
2/1/1998,50,52.9375,48.75,52.21875,38.260109,142352000
3/1/1998,52.09375,53.34375,47.9375,51.9375,38.130638,161250600
4/1/1998,51.9375,60,51.65625,57.9375,42.535618,175968600
5/1/1998,57.96875,64.65625,57.75,58.75,43.132133,151724400
6/1/1998,58.6875,60,53,57.40625,42.224434,163688800
7/1/1998,58,69.0625,56.375,66.25,48.729336,173555400
8/1/1998,67,67.4375,56.3125,56.3125,41.419949,187305400
9/1/1998,56.5,68.09375,55.375,64.25,47.339149,191312400
10/1/1998,62.53125,74.90625,58.40625,74.25,54.707115,248289400
11/1/1998,74.21875,85.28125,72.875,82.5625,60.831738,137674800
12/1/1998,81.75,94.96875,81.125,92.1875,68.023834,142026400
1/1/1999,92.5,99.625,86.75,91.625,67.60878,246686000
2/1/1999,92.25,92.25,80.875,84.875,62.628067,203078200
3/1/1999,84.75,92.96875,82,88.625,65.481903,230701600
4/1/1999,88.65625,107.625,81.5,104.59375,77.280663,267372400
5/1/1999,104,123,103.15625,116,85.708359,212247200
6/1/1999,113.625,132,109.4375,129.25,95.606483,131076300
7/1/1999,130,139.1875,122.625,125.6875,92.971237,132738400
8/1/1999,124,129.625,117.5625,124.5625,92.139099,128262000
9/1/1999,125.625,137.6875,119.625,121,89.591194,148296500
10/1/1999,121,123.25,89,98.25,72.74659,305298100
11/1/1999,98.5,109.875,90,103.0625,76.309853,215184000
12/1/1999,102.5625,122.125,102.25,107.875,79.979507,158626300
1/1/2000,112.4375,124.75,109.625,112.25,83.223152,175259600
2/1/2000,112.375,119.75,100.9375,102.75,76.179741,133524400
3/1/2000,102,128.25,99.5,118.375,87.856651,194329000
4/1/2000,120,128,101.25,111.5,82.754112,168464800
5/1/2000,112.5,113.625,102,107.3125,79.646202,123803200
6/1/2000,107.5625,122.3125,105.5,109.5625,81.41423,136216300
7/1/2000,108.75,117.8125,100,112.25,83.411255,150130400
8/1/2000,112,134.25,110.25,132.015594,98.098778,121998000
9/1/2000,133.0625,134.9375,110.25,112.625,83.783577,107468400
10/1/2000,112.625,119.625,86.9375,98.5,73.275757,223510000
11/1/2000,98.4375,104.375,91.625,93.5,69.556198,130411900
12/1/2000,94.4375,104.75,80.0625,85,63.313343,167790700
1/1/2001,84.5,116.75,83.75,112,83.424622,198962600
2/1/2001,112.400002,118.639999,99.099998,99.900002,74.411789,156438900
3/1/2001,99.300003,108.400002,87.650002,96.18,71.722557,254550000
4/1/2001,97.449997,118.050003,90.050003,115.139999,85.861244,226210900
5/1/2001,115.849998,119.900002,110.959999,111.800003,83.37056,159356200
6/1/2001,112.5,119,111.099998,113.5,84.740662,142929700
7/1/2001,113.5,115.400002,101.559998,105.209999,78.551208,161016400
8/1/2001,105.349998,110.089996,98.860001,99.949997,74.624023,143401500
9/1/2001,100.150002,103.129997,87.489998,91.720001,68.56974,189312500
10/1/2001,91.720001,112.099998,91.339996,108.07,80.793007,224351500
11/1/2001,107.25,117,106.900002,115.589996,86.414909,135136300
12/1/2001,114.800003,124.699997,113.209999,120.959999,90.541092,133393800
1/1/2002,120.599998,126.389999,101,107.889999,80.757919,193562900
2/1/2002,107.639999,109.300003,95.760002,98.120003,73.44487,172321000
3/1/2002,98.599998,108.849998,98.5,104,77.948837,151268500
4/1/2002,104,104,83.339996,83.760002,62.778786,246503300
5/1/2002,83.849998,86.489998,75.919998,80.449997,60.297932,172738400
6/1/2002,80.75,80.949997,66.099998,72,54.070614,190980700
7/1/2002,72.010002,74.199997,65.699997,70.400002,52.869041,246256900
8/1/2002,70.400002,82.849998,65.849998,75.379997,56.608925,166322300
9/1/2002,74.199997,77.5,57.990002,58.310001,43.886623,185664400
10/1/2002,59.200001,79.790001,54.009998,78.940002,59.413673,285626300
11/1/2002,78.900002,88.110001,76.699997,86.919998,65.419777,184438100
12/1/2002,88.599998,89.459999,75.599998,77.5,58.437168,151563500
1/1/2003,78.800003,88.949997,77.019997,78.199997,58.964993,193933500
2/1/2003,78.199997,80.050003,74.309998,77.949997,58.776489,145672700
3/1/2003,78.900002,84.900002,73.169998,78.43,59.253464,191937200
4/1/2003,78.5,86.489998,78.120003,84.900002,64.141518,177874300
5/1/2003,85.300003,90.400002,84.449997,88.040001,66.513763,149548000
6/1/2003,89,89.080002,79.809998,82.5,62.44249,184488300
7/1/2003,81.400002,87.029999,80.580002,81.25,61.496403,153915600
8/1/2003,81.150002,84.720001,78.730003,82.010002,62.071644,113895200
9/1/2003,82.400002,93.470001,82.300003,88.330002,66.989304,171943100
10/1/2003,88.75,94.540001,87.529999,89.480003,67.861488,156145400
11/1/2003,89.900002,91.480003,87.720001,90.540001,68.665367,97966100
12/1/2003,90.900002,94.120003,90.029999,92.68,70.41568,116103600
1/1/2004,92.860001,99.849998,89.010002,99.230003,75.392189,139368500
2/1/2004,99.150002,100.43,95.199997,96.5,73.317986,97741900
3/1/2004,96.5,97.599998,90.279999,91.839996,69.890594,124483700
4/1/2004,91.669998,94.550003,88.010002,88.169998,67.097694,110632000
5/1/2004,88.129997,89.75,85.120003,88.589996,67.417343,104707300
6/1/2004,88,91.209999,87.300003,88.150002,67.218468,91968600
7/1/2004,88.279999,88.440002,83.419998,87.07,66.394928,121001000
8/1/2004,86.870003,87.389999,81.900002,84.690002,64.580101,91169700
9/1/2004,84.050003,87.279999,83.239998,85.739998,65.51918,93906300
10/1/2004,85.949997,90.269997,84.290001,89.75,68.583481,118116100
11/1/2004,89.330002,96.629997,89.230003,94.239998,72.014557,114982100
12/1/2004,94.5,99,94.470001,98.580002,75.476662,108170400
1/1/2005,98.970001,99.099998,91.440002,93.419998,71.52597,114459000
2/1/2005,93.669998,94.970001,91.550003,92.580002,70.882828,79707700
3/1/2005,92.639999,93.730003,89.089996,91.379997,70.097542,106145200
4/1/2005,91.489998,91.760002,71.849998,76.379997,58.591026,216745500
5/1/2005,76.879997,78.110001,72.5,75.550003,57.954338,138416000
6/1/2005,75.57,77.730003,73.449997,74.199997,57.069939,135542800
7/1/2005,74.300003,85.110001,74.160004,83.459999,64.192177,156801500
8/1/2005,83,84.199997,79.870003,80.620003,62.007805,105031100
9/1/2005,80.160004,82.110001,76.93,80.220001,61.848568,115681400
10/1/2005,80.220001,84.599998,78.699997,81.879997,63.128365,139881800
11/1/2005,81.849998,89.940002,80.639999,88.900002,68.540726,110664500
12/1/2005,89.150002,89.919998,81.559998,82.199997,63.527027,120052400
1/1/2006,82.449997,85.029999,80.209999,81.300003,62.83149,146491600
2/1/2006,80.900002,82.239998,78.93,80.239998,62.01231,111052200
3/1/2006,80.199997,84.989998,79.510002,82.470001,63.895779,111514900
4/1/2006,82.720001,84.449997,80.629997,82.339996,63.795044,114007000
5/1/2006,82.589996,83.690002,79.059998,79.900002,61.904591,113146500
6/1/2006,79.889999,80.870003,76.059998,76.82,59.733448,139457800
7/1/2006,77.540001,78.529999,72.730003,77.410004,60.19223,137188300
8/1/2006,76.650002,81.68,75.050003,80.970001,62.960415,100880300
9/1/2006,81.129997,83.790001,79.309998,81.940002,63.968754,102776100
10/1/2006,81.760002,92.68,81.559998,92.330002,72.080009,170367300
11/1/2006,92.5,94.050003,90.43,91.919998,71.759933,104430000
12/1/2006,91.900002,97.879997,90.550003,97.150002,76.08902,104470200
1/1/2007,97.18,100.900002,94.550003,99.150002,77.655434,192702000
2/1/2007,98.970001,100.440002,92.470001,92.940002,72.791656,125776200
3/1/2007,90.25,95.809998,88.769997,94.260002,74.047981,163194500
4/1/2007,94.510002,103,93.910004,102.209999,80.293304,166807200
5/1/2007,102.059998,108.050003,101.349998,106.599998,83.741943,146441400
6/1/2007,106.620003,107.239998,101.559998,105.25,83.003258,169602000
7/1/2007,105.389999,118.82,104.580002,110.650002,87.261887,212757600
8/1/2007,110.389999,117.349998,103.699997,116.690002,92.025177,202871500
9/1/2007,116.339996,118.889999,114.300003,117.800003,93.229042,132233800
10/1/2007,117.610001,121.459999,110.959999,116.120003,91.899467,171669000
11/1/2007,115.5,116.089996,99.269997,105.18,83.241341,200920600
12/1/2007,105.550003,112.190002,104,108.099998,85.855743,134151600
1/1/2008,108.989998,108.989998,97.040001,107.110001,85.069466,247523900
2/1/2008,107.160004,116.629997,100.599998,113.860001,90.43045,168280800
3/1/2008,113.860001,119.790001,111.800003,115.139999,91.796707,179284200
4/1/2008,115.199997,125,113.860001,120.699997,96.229469,192087200
5/1/2008,121.059998,129.990005,120.779999,129.429993,103.189568,159517500
6/1/2008,128.490005,129.369995,118.150002,118.529999,94.885727,152327500
7/1/2008,117.5,130.929993,116.599998,127.980003,102.450623,200876500
8/1/2008,128.520004,129.970001,121.5,121.730003,97.44738,137028800
9/1/2008,122.870003,124,109.949997,116.959999,93.993561,218411700
10/1/2008,115.510002,116.800003,78.82,92.970001,74.714279,314972000
11/1/2008,92.639999,94.760002,69.5,81.599998,65.576912,218313000
12/1/2008,80.949997,87.269997,75.309998,84.160004,68.012329,188846100
1/1/2009,83.889999,94.940002,81.760002,91.650002,74.065216,208959400
2/1/2009,90.599998,97.099998,82.849998,92.029999,74.37233,223017600
3/1/2009,91.169998,99.860001,83.019997,96.889999,78.725807,286114500
4/1/2009,96.129997,106.050003,95.699997,103.209999,83.86097,213623100
5/1/2009,103.779999,106.82,99.830002,106.279999,86.355446,153084700
6/1/2009,106.940002,110.639999,103.510002,104.419998,85.2873,160502100
7/1/2009,105,119.370003,99.5,117.93,96.321899,176171400
8/1/2009,118.879997,120.879997,116.120003,118.050003,96.419899,112480200
9/1/2009,117.669998,122.879997,115.150002,119.610001,98.149712,131522200
10/1/2009,119.389999,128.610001,117.260002,120.610001,98.970291,183531100
11/1/2009,120.769997,128.940002,119.5,126.349998,103.680428,110748200
12/1/2009,127.290001,132.850006,126,130.899994,107.896149,124475900
1/1/2010,131.179993,134.25,121.900002,122.389999,100.88166,156110600
2/1/2010,123.230003,128.270004,121.610001,127.160004,104.813416,113211200
3/1/2010,127.5,130.729996,125.199997,128.25,106.184669,139997300
4/1/2010,128.949997,132.279999,127.120003,129,106.805634,146426400
5/1/2010,129.389999,133.100006,116,125.260002,103.709106,188444200
6/1/2010,124.690002,131.940002,122.82,123.480003,102.759369,162019100
7/1/2010,123.550003,131.600006,120.610001,128.399994,106.853767,144080000
8/1/2010,129.25,132.490005,122.279999,123.129997,102.468102,117394000
9/1/2010,125.309998,136.110001,124.519997,134.139999,112.183701,116092900
10/1/2010,135.509995,144,134.389999,143.600006,120.095245,137284700
11/1/2010,143.639999,147.529999,141.179993,141.460007,118.305557,104096700
12/1/2010,143.610001,147.5,143.509995,146.759995,123.283432,93392800
1/1/2011,147.210007,164.350006,146.639999,162,136.085602,118831600
2/1/2011,162.110001,166.25,159.029999,161.880005,135.984787,89067500
3/1/2011,163.149994,167.720001,151.710007,163.070007,137.526794,129714300
4/1/2011,163.699997,173,162.190002,170.580002,143.860413,100769500
5/1/2011,172.110001,173.539993,165.899994,168.929993,142.468887,110804200
6/1/2011,168.899994,172.449997,161.520004,171.550003,145.325531,105442400
7/1/2011,171.610001,185.630005,171.490005,181.850006,154.050964,113593200
8/1/2011,182.600006,183.690002,157.130005,171.910004,145.630417,195054100
9/1/2011,172.710007,180.910004,158.759995,174.869995,148.783005,137895000
10/1/2011,174.360001,190.529999,168.880005,184.630005,157.087067,144563700
11/1/2011,181.550003,189.970001,177.059998,188,159.954361,97014100
12/1/2011,187.009995,194.899994,179.039993,183.880005,157.07785,103436500
1/1/2012,186.729996,193.100006,177.350006,192.600006,164.52684,110015000
2/1/2012,193.210007,199.229996,190.830002,196.729996,168.054855,78809900
3/1/2012,197.229996,209.119995,196.809998,208.649994,178.931473,88096900
4/1/2012,208.960007,210.690002,196.789993,207.080002,177.585083,86603000
5/1/2012,207.179993,208.929993,192,192.899994,165.424774,86005300
6/1/2012,190.119995,199.990005,187,195.580002,168.42572,84559100
7/1/2012,196.360001,197.839996,181.850006,195.979996,168.770187,91516500
8/1/2012,196.960007,202,193.020004,194.850006,167.797073,60653700
9/1/2012,196.610001,208.320007,193.25,207.449997,179.410446,77341400
10/1/2012,208.009995,211.789993,190.559998,194.529999,168.236725,96155000
11/1/2012,194.679993,198,184.779999,190.070007,164.379578,81892500
12/1/2012,190.759995,196.449997,186.940002,191.550003,166.384521,79320200
1/1/2013,194.089996,208.580002,190.389999,203.070007,176.391083,87636600
2/1/2013,204.649994,205.350006,197.509995,200.830002,174.445343,64144100
3/1/2013,200.649994,215.899994,199.360001,213.300003,186.056915,76023800
4/1/2013,212.800003,214.889999,187.679993,202.539993,176.671204,108666600
5/1/2013,201.869995,211.979996,199.199997,208.020004,181.451294,90683600
6/1/2013,208.25,210.050003,188.410004,191.110001,167.482452,80215000
7/1/2013,192.149994,200.940002,190.259995,195.039993,170.926529,88079400
8/1/2013,196.649994,197.169998,181.100006,182.270004,159.735367,73077400
9/1/2013,183.630005,194.889999,182.309998,185.179993,163.096832,71488100
10/1/2013,185.339996,186.990005,172.570007,179.210007,157.838791,130967100
11/1/2013,179.809998,186.240005,177.309998,179.679993,158.252731,100984900
12/1/2013,179.460007,187.789993,172.729996,187.570007,166.089005,97993100
1/1/2014,187.210007,190.809998,175.339996,176.679993,156.446121,123489300
2/1/2014,176.020004,186.119995,172.190002,185.169998,163.963837,87054800
3/1/2014,183.330002,195.630005,182.210007,192.490005,171.379974,118984000
4/1/2014,193.119995,199.210007,187.009995,196.470001,174.923462,118441200
5/1/2014,196.309998,196.740005,182.330002,184.360001,164.141556,70018300
6/1/2014,184.759995,187.649994,179.270004,181.270004,162.330093,78501700
7/1/2014,181.699997,196.399994,181.699997,191.669998,171.643448,97597800
8/1/2014,190.5,194.130005,183.580002,192.300003,172.207642,53454100
9/1/2014,192.679993,195,188.119995,189.830002,171.001038,64179600
10/1/2014,189.910004,190.889999,161.100006,164.399994,148.093414,146255300
11/1/2014,164.25,164.970001,159.800003,162.169998,146.08461,80015600
12/1/2014,161.639999,164.520004,150.5,160.440002,145.515335,101583300
1/1/2015,161.309998,163.309998,149.520004,153.309998,139.048615,117006200
2/1/2015,154,164.990005,151.509995,161.940002,146.875839,76963200
3/1/2015,161.940002,165.350006,153.399994,160.5,146.590973,104847300
4/1/2015,160.229996,175.130005,158.389999,171.289993,156.445877,93533800
5/1/2015,173.199997,176.300003,168.839996,169.649994,154.947983,57785700
6/1/2015,170.210007,171.559998,162.119995,162.660004,149.688049,80846400
7/1/2015,163.970001,173.779999,158.5,161.990005,149.071503,93854600
8/1/2015,161.699997,161.850006,140.619995,147.889999,136.095947,93667600
9/1/2015,144.910004,149.679993,141.149994,144.970001,134.516296,81556300
10/1/2015,145.309998,153.149994,137.330002,140.080002,129.978912,120371200
11/1/2015,140.5,142.800003,131.649994,139.419998,129.36647,85427700
12/1/2015,139.580002,141.399994,133.910004,137.619995,128.894089,97954000
1/1/2016,135.600006,136.889999,118,124.790001,116.877609,126221600
2/1/2016,124.400002,134.919998,116.900002,131.029999,122.721947,106605800
3/1/2016,132.240005,153.100006,132.029999,151.449997,143.296097,105698400
4/1/2016,150.509995,153.520004,142.610001,145.940002,138.082748,93489400
5/1/2016,146.559998,153.809998,142.899994,153.740005,145.46283,75181700
6/1/2016,153,155.479996,142.5,151.779999,144.994247,76966700
7/1/2016,151.779999,163.600006,149.919998,160.619995,153.439011,69408600
8/1/2016,160.649994,164.949997,157.850006,158.880005,151.77681,69316700
9/1/2016,158.320007,165,153.210007,158.850006,153.058746,69885800
10/1/2016,158.059998,158.529999,147.789993,153.690002,148.086884,78230800
11/1/2016,153.5,164.660004,151,162.220001,156.305878,76307100
12/1/2016,161.949997,169.949997,158.300003,165.990005,161.389404,68957500
1/1/2017,167,179.25,165.339996,174.520004,169.682999,88746500
2/1/2017,175,182.789993,172.889999,179.820007,174.836105,59612000
3/1/2017,180.479996,182.550003,172.089996,174.139999,170.652283,79477000
4/1/2017,173.820007,176.330002,159.600006,160.289993,157.079666,100052300
5/1/2017,160.050003,160.419998,149.789993,152.630005,149.57309,103329100
6/1/2017,152.800003,157.199997,150.800003,153.830002,152.221695,83977000
7/1/2017,153.580002,156.029999,143.639999,144.669998,143.157455,93293500
8/1/2017,145,145.669998,139.130005,143.029999,141.534607,80268700
9/1/2017,142.979996,147.419998,141.639999,145.080002,145.080002,78296700
10/1/2017,145.350006,162.479996,145.210007,162.070007,162.070007,86695500
